Frame,Visibility,X,Y
309,1,353,473
310,1,353,474
311,1,353,479
312,1,353,482
313,1,353,484
314,1,353,489
315,1,353,493
316,1,353,495
317,1,353,500
318,0,0,0
319,1,353,505
320,1,353,511
321,1,354,508
322,1,354,506
323,1,355,500
324,1,355,497
325,1,355,495
326,1,356,491
327,1,356,489
328,1,356,488
329,1,356,485
330,1,356,483
331,1,356,483
332,1,357,481
333,1,357,480
334,1,357,479
335,1,357,479
336,1,357,478
337,1,357,478
338,1,357,478
339,1,357,479
340,1,357,479
341,1,357,480
342,1,357,481
343,1,357,481
344,1,357,483
345,1,357,484
346,1,357,485
347,1,357,486
348,1,357,482
349,1,357,480
350,1,356,474
351,1,356,470
352,1,356,468
353,1,355,463
354,1,355,460
355,1,355,458
356,1,354,453
357,1,354,450
358,1,353,449
359,1,353,444
360,1,352,442
361,1,351,441
362,1,350,437
363,1,350,436
364,1,349,435
365,1,348,433
366,1,346,432
367,1,346,431
368,1,344,431
369,1,343,431
370,1,342,431
371,1,340,433
372,1,338,434
373,1,338,434
374,1,335,438
375,1,333,441
376,1,331,443
377,1,328,450
378,1,325,455
379,1,324,459
380,1,319,470
381,1,316,479
382,1,314,484
383,1,307,501
384,1,304,515
385,1,301,522
386,1,293,548
387,1,288,568
388,1,285,579
389,1,275,617
390,1,268,632
391,1,265,627
392,1,257,614
393,1,250,606
394,1,246,602
395,1,234,589
396,1,224,581
397,1,219,578
398,1,246,530
399,1,262,505
400,1,269,495
401,1,286,471
402,1,295,460
403,1,300,455
404,1,310,442
405,1,316,437
406,1,318,434
407,1,325,428
408,1,330,425
409,1,332,424
410,1,336,422
411,1,340,421
412,1,341,421
413,1,344,421
414,1,346,421
415,1,348,422
416,1,350,423
417,1,353,424
418,1,353,425
419,1,356,428
420,1,358,430
421,1,359,432
422,1,360,434
423,1,362,437
424,1,363,438
425,1,364,442
426,1,365,446
427,1,366,447
428,1,367,452
429,1,368,455
430,1,369,457
431,1,370,462
432,1,371,465
433,1,371,467
434,1,372,473
435,1,373,477
436,1,373,480
437,1,374,484
438,1,374,489
439,1,375,490
440,1,375,497
441,1,376,501
442,1,376,502
443,1,377,509
444,1,377,511
445,1,377,509
446,0,0,0
447,1,379,500
448,1,379,498
449,1,380,494
450,1,380,491
451,1,381,490
452,1,381,487
453,1,382,485
454,1,382,484
455,1,382,482
456,1,383,481
457,1,383,480
458,1,383,479
459,1,383,479
460,1,384,478
461,1,384,478
462,1,384,478
463,1,384,478
464,1,385,479
465,1,385,480
466,1,385,480
467,1,385,482
468,1,385,483
469,1,385,484
470,1,385,487
471,1,385,488
472,1,385,489
473,1,384,489
474,1,383,485
475,1,383,483
476,1,381,477
477,1,379,474
478,1,379,472
479,1,377,467
480,1,375,464
481,1,374,462
482,1,371,458
483,1,370,455
484,1,368,454
485,1,365,451
486,1,363,449
487,1,362,448
488,1,358,445
489,1,355,444
490,1,353,444
491,1,349,442
492,1,346,442
493,1,344,442
494,1,338,442
495,1,335,443
496,1,333,444
497,1,326,446
498,1,321,449
499,1,319,450
500,1,311,455
501,1,306,459
502,1,303,461
503,1,294,469
504,1,287,476
505,1,283,480
506,1,272,491
507,1,265,500
508,1,260,506
509,1,247,522
510,1,238,536
511,1,232,543
512,1,216,567
513,1,205,585
514,1,201,580
515,1,187,569
516,1,178,561
517,1,172,557
518,1,156,547
519,1,144,540
520,1,137,536
521,1,116,528
522,1,101,523
523,0,0,0
524,1,65,512
525,1,45,508
526,1,58,496
527,1,99,466
528,1,120,451
529,1,130,445
530,1,154,428
531,1,168,420
532,1,174,417
533,1,189,409
534,1,198,404
535,1,202,402
536,1,213,398
537,1,219,397
538,1,222,396
539,1,231,395
540,1,235,395
541,1,237,395
542,1,242,396
543,1,245,396
544,1,247,397
545,0,0,0
546,0,0,0
547,1,254,401
548,1,257,404
549,1,259,406
550,1,260,407
551,1,263,411
552,1,265,414
553,1,265,415
554,1,266,420
555,1,267,423
556,1,268,424
557,1,269,429
558,1,270,433
559,1,270,434
560,1,271,439
561,1,272,443
562,1,272,445
563,1,273,451
564,1,273,454
565,1,274,456
566,1,274,462
567,1,275,466
568,1,275,468
569,1,275,475
570,1,275,479
571,1,275,481
572,1,276,487
573,1,276,492
574,1,276,494
575,1,276,500
576,1,276,500
577,0,0,0
578,1,276,493
579,1,277,489
580,1,277,488
581,1,277,483
582,1,277,481
583,1,277,480
584,1,277,477
585,1,278,475
586,1,278,474
587,1,278,472
588,1,278,471
589,1,278,470
590,1,278,469
591,1,278,468
592,1,278,468
593,1,278,468
594,1,278,468
595,1,278,468
596,1,278,468
597,1,278,469
598,1,278,469
599,1,278,471
600,1,278,472
601,1,278,472
602,1,278,475
603,1,278,476
604,1,278,477
605,1,278,477
606,1,278,473
607,1,279,471
608,1,279,466
609,1,280,462
610,1,280,460
611,1,281,455
612,1,281,451
613,1,282,450
614,1,282,445
615,1,283,442
616,1,284,440
617,1,284,436
618,1,285,433
619,1,285,432
620,1,286,429
621,1,288,425
622,0,0,0
623,0,0,0
624,1,289,422
625,1,289,421
626,1,291,420
627,1,291,419
628,1,292,419
629,1,292,419
630,1,293,420
631,1,293,420
632,1,295,422
633,1,296,424
634,1,296,425
635,1,297,429
636,1,298,433
637,1,299,434
638,1,300,441
639,1,301,448
640,1,302,451
641,1,303,462
642,1,304,471
643,1,305,476
644,1,307,492
645,1,308,505
646,1,309,512
647,1,311,537
648,1,312,556
649,1,313,566
650,1,314,602
651,1,316,629
652,1,317,630
653,1,324,614
654,1,328,604
655,1,330,599
656,1,337,584
657,1,342,575
658,1,346,570
659,1,349,547
660,1,342,519
661,1,339,507
662,1,332,478
663,1,327,464
664,1,325,457
665,1,321,442
666,1,318,434
667,1,317,431
668,1,313,423
669,1,312,418
670,1,309,417
671,1,307,413
672,1,305,411
673,1,304,411
674,1,302,410
675,1,301,410
676,1,300,410
677,1,298,412
678,1,297,413
679,1,297,413
680,1,295,416
681,1,294,418
682,1,294,419
683,1,293,423
684,1,291,426
685,1,291,427
686,1,290,432
687,1,289,435
688,1,289,437
689,1,288,442
690,1,287,445
691,1,287,447
692,1,286,453
693,1,285,457
694,1,285,459
695,1,284,465
696,1,283,469
697,1,283,471
698,1,282,477
699,1,281,481
700,1,281,484
701,1,280,490
702,1,280,494
703,0,0,0
704,1,278,504
705,1,278,507
706,1,277,504
707,1,278,499
708,1,278,495
709,1,278,493
710,1,278,488
711,1,278,485
712,1,278,484
713,1,277,480
714,1,277,478
715,1,277,477
716,1,277,474
717,1,277,473
718,1,277,472
719,1,276,471
720,1,276,470
721,1,276,470
722,1,276,469
723,1,276,469
724,1,276,469
725,1,275,470
726,1,275,471
727,1,275,471
728,1,274,473
729,1,274,474
730,1,274,475
731,1,273,477
732,1,273,479
733,1,273,480
734,1,274,476
735,1,275,474
736,1,275,473
737,1,276,469
738,1,277,467
739,1,278,466
740,1,279,463
741,1,280,462
742,1,280,462
743,1,282,460
744,1,282,459
745,1,283,459
746,1,284,459
747,1,285,459
748,1,285,459
749,1,287,461
750,1,288,462
751,1,288,463
752,1,290,466
753,1,291,469
754,1,291,470
755,1,293,476
756,1,294,481
757,1,294,484
758,1,296,492
759,1,296,499
760,1,297,502
761,1,299,515
762,1,300,525
763,1,300,529
764,1,301,547
765,1,302,561
766,0,0,0
767,1,306,565
768,1,307,560
769,1,309,557
770,1,312,550
771,1,314,546
772,1,315,544
773,1,317,541
774,1,319,537
775,1,321,536
776,1,324,533
777,1,327,532
778,1,328,532
779,1,333,532
780,1,336,534
781,1,338,536
782,1,343,541
783,1,347,547
784,1,349,551
785,1,345,519
786,1,342,497
787,1,340,488
788,1,336,467
789,1,334,456
790,1,333,452
791,1,331,440
792,1,330,435
793,1,328,433
794,1,327,427
795,1,326,424
796,1,325,423
797,1,324,421
798,1,323,421
799,1,323,421
800,1,322,421
801,1,321,423
802,1,320,424
803,1,320,425
804,1,320,427
805,1,320,428
806,1,319,431
807,1,319,433
808,1,319,434
809,1,318,438
810,1,318,441
811,1,318,443
812,1,317,448
813,1,317,451
814,1,317,452
815,1,316,458
816,1,316,461
817,1,317,464
818,1,316,469
819,1,316,473
820,1,316,475
821,1,316,481
822,1,315,485
823,1,315,487
824,1,315,493
825,0,0,0
826,1,315,500
827,1,315,504
828,1,315,500
829,0,0,0
830,1,316,492
831,1,316,489
832,1,316,487
833,1,316,483
834,1,316,480
835,1,316,479
836,1,316,475
837,1,317,473
838,1,317,472
839,1,317,470
840,1,317,469
841,1,317,468
842,1,317,467
843,1,317,467
844,1,317,467
845,1,317,467
846,1,317,467
847,1,317,467
848,1,317,467
849,1,317,468
850,1,316,468
851,1,316,470
852,1,316,471
853,1,316,472
854,1,316,466
855,1,316,460
856,1,316,457
857,1,317,449
858,1,317,444
859,1,317,441
860,1,317,433
861,1,317,428
862,1,317,426
863,1,317,418
864,1,317,411
865,0,0,0
866,0,0,0
867,1,318,396
868,1,318,396
869,1,318,392
870,1,319,388
871,1,319,386
872,1,319,381
873,1,319,378
874,1,319,376
875,1,320,372
876,1,320,370
877,1,320,369
878,1,320,366
879,1,321,364
880,1,321,363
881,1,321,362
882,1,322,362
883,1,322,362
884,1,322,362
885,1,323,364
886,1,323,364
887,1,323,367
888,1,324,370
889,1,324,372
890,1,324,377
891,1,324,382
892,1,325,385
893,1,324,395
894,1,325,402
895,1,325,406
896,1,326,419
897,1,326,431
898,1,326,443
899,1,326,457
900,1,326,472
901,1,326,480
902,1,326,506
903,1,326,527
904,1,326,538
905,1,326,574
906,1,325,600
907,1,325,614
908,1,327,613
909,1,330,600
910,1,331,594
911,1,335,575
912,1,338,562
913,1,342,549
914,1,345,537
915,1,348,524
916,1,351,517
917,1,348,485
918,1,347,470
919,1,346,464
920,1,345,451
921,1,344,444
922,1,344,441
923,1,343,435
924,1,342,433
925,1,343,432
926,1,342,430
927,1,341,429
928,1,341,429
929,1,341,429
930,1,340,430
931,1,340,430
932,1,340,432
933,1,340,433
934,1,340,434
935,1,339,436
936,1,339,439
