Frame,Visibility,X,Y
153,1,912,388
154,1,915,386
155,1,922,383
156,1,926,381
157,1,929,381
158,1,934,379
159,1,938,379
160,1,939,380
161,1,944,381
162,1,947,382
163,1,948,383
164,1,952,385
165,1,954,387
166,1,956,388
167,1,959,392
168,1,961,395
169,1,962,396
170,1,964,400
171,1,966,404
172,0,0,0
173,1,969,410
174,1,970,414
175,1,971,416
176,1,973,422
177,1,974,426
178,1,975,428
179,1,976,434
180,1,977,439
181,1,978,441
182,1,979,448
183,1,980,452
184,1,981,455
185,1,982,462
186,1,983,467
187,1,983,469
188,1,984,477
189,1,985,482
190,1,985,486
191,1,986,491
192,1,986,496
193,1,987,499
194,1,988,507
195,1,988,507
196,1,988,505
197,1,990,498
198,1,991,494
199,1,991,492
200,1,992,487
201,1,993,484
202,1,993,483
203,1,994,479
204,1,994,476
205,1,995,475
206,1,996,472
207,1,996,471
208,1,996,470
209,1,997,468
210,1,998,467
211,1,998,467
212,1,998,466
213,1,999,466
214,1,999,465
215,1,999,466
216,1,1000,466
217,1,1000,466
218,1,1000,467
219,1,1001,467
220,1,1001,468
221,1,1001,470
222,1,1001,471
223,1,1002,472
224,1,1002,475
225,1,1002,476
226,1,1002,478
227,1,1003,480
228,1,1003,482
229,1,1003,483
230,1,1002,478
231,1,1002,474
232,1,1002,472
233,1,1002,467
234,1,1002,464
235,1,1002,463
236,1,1001,458
237,1,1001,455
238,1,1001,454
239,1,1001,450
240,1,1001,448
241,1,1001,447
242,1,1001,444
243,1,1001,443
244,1,1001,442
245,1,1001,440
246,1,1001,439
247,1,1001,439
248,1,1001,439
249,1,1001,439
250,1,1001,439
251,1,1001,441
252,1,1002,442
253,1,1002,443
254,1,1002,446
255,1,1002,449
256,1,1002,450
257,1,1003,456
258,1,1003,461
259,1,1003,464
260,1,1004,473
261,1,1004,480
262,1,1004,483
263,1,1005,496
264,1,1005,506
265,1,1005,511
266,1,1006,529
267,1,1007,542
268,1,1007,550
269,1,1008,575
270,1,1008,584
271,1,1009,580
272,1,1011,570
273,1,1013,563
274,1,1014,560
275,1,1016,550
276,1,1018,545
277,1,1019,542
278,1,1022,535
279,1,1024,530
280,1,1025,528
281,1,1028,522
282,1,1031,521
283,1,1032,520
284,1,1031,504
285,1,1025,488
286,1,1024,481
287,1,1019,466
288,1,1017,460
289,1,1016,457
290,1,1014,451
291,1,1013,448
292,1,1012,447
293,1,1011,445
294,1,1011,444
295,1,1010,444
296,1,1009,445
297,1,1009,445
298,1,1009,446
299,1,1009,448
300,1,1009,450
301,1,1009,451
302,1,1009,454
303,1,1009,456
304,1,1009,457
305,1,1009,461
306,1,1009,464
307,1,1009,465
308,1,1009,470
309,1,1009,473
310,1,1009,474
311,1,1009,479
312,1,1009,482
313,1,1009,484
314,1,1009,489
315,1,1009,493
316,1,1009,495
317,1,1009,500
318,0,0,0
319,1,1009,505
320,1,1009,511
321,1,1010,508
322,1,1010,506
323,1,1011,500
324,1,1011,497
325,1,1011,495
326,1,1012,491
327,1,1012,489
328,1,1012,488
329,1,1012,485
330,1,1012,483
331,1,1012,483
332,1,1013,481
333,1,1013,480
334,1,1013,479
335,1,1013,479
336,1,1013,478
337,1,1013,478
338,1,1013,478
339,1,1013,479
340,1,1013,479
341,1,1013,480
342,1,1013,481
343,1,1013,481
344,1,1013,483
345,1,1013,484
346,1,1013,485
347,1,1013,486
348,1,1013,482
349,1,1013,480
350,1,1012,474
351,1,1012,470
352,1,1012,468
353,1,1011,463
354,1,1011,460
355,1,1011,458
356,1,1010,453
357,1,1010,450
358,1,1009,449
359,1,1009,444
360,1,1008,442
361,1,1007,441
362,1,1006,437
363,1,1006,436
364,1,1005,435
365,1,1004,433
366,1,1002,432
367,1,1002,431
368,1,1000,431
369,1,999,431
370,1,998,431
371,1,996,433
372,1,994,434
373,1,994,434
374,1,991,438
375,1,989,441
376,1,987,443
377,1,984,450
378,1,981,455
379,1,980,459
380,1,975,470
381,1,972,479
382,1,970,484
383,1,963,501
384,1,960,515
385,1,957,522
386,1,949,548
387,1,944,568
388,1,941,579
389,1,931,617
390,1,924,632
391,1,921,627
392,1,913,614
393,1,906,606
394,1,902,602
395,1,890,589
396,1,880,581
397,1,875,578
398,1,902,530
399,1,918,505
400,1,925,495
401,1,942,471
402,1,951,460
403,1,956,455
404,1,966,442
405,1,972,437
406,1,974,434
407,1,981,428
408,1,986,425
409,1,988,424
410,1,992,422
411,1,996,421
412,1,997,421
413,1,1000,421
414,1,1002,421
415,1,1004,422
416,1,1006,423
417,1,1009,424
418,1,1009,425
419,1,1012,428
420,1,1014,430
421,1,1015,432
422,1,1016,434
423,1,1018,437
424,1,1019,438
425,1,1020,442
426,1,1021,446
427,1,1022,447
428,1,1023,452
429,1,1024,455
430,1,1025,457
431,1,1026,462
432,1,1027,465
433,1,1027,467
434,1,1028,473
435,1,1029,477
436,1,1029,480
437,1,1030,484
438,1,1030,489
439,1,1031,490
440,1,1031,497
441,1,1032,501
442,1,1032,502
443,1,1033,509
444,1,1033,511
445,1,1033,509
446,0,0,0
447,1,1035,500
448,1,1035,498
449,1,1036,494
450,1,1036,491
451,1,1037,490
452,1,1037,487
453,1,1038,485
454,1,1038,484
455,1,1038,482
456,1,1039,481
457,1,1039,480
458,1,1039,479
459,1,1039,479
460,1,1040,478
461,1,1040,478
462,1,1040,478
463,1,1040,478
464,1,1041,479
465,1,1041,480
466,1,1041,480
467,1,1041,482
468,1,1041,483
469,1,1041,484
470,1,1041,487
471,1,1041,488
472,1,1041,489
473,1,1040,489
474,1,1039,485
475,1,1039,483
476,1,1037,477
477,1,1035,474
478,1,1035,472
479,1,1033,467
480,1,1031,464
481,1,1030,462
482,1,1027,458
483,1,1026,455
484,1,1024,454
485,1,1021,451
486,1,1019,449
487,1,1018,448
488,1,1014,445
489,1,1011,444
490,1,1009,444
491,1,1005,442
492,1,1002,442
493,1,1000,442
494,1,994,442
495,1,991,443
496,1,989,444
497,1,982,446
498,1,977,449
499,1,975,450
500,1,967,455
501,1,962,459
502,1,959,461
503,1,950,469
504,1,943,476
505,1,939,480
506,1,928,491
507,1,921,500
508,1,916,506
509,1,903,522
510,1,894,536
511,1,888,543
512,1,872,567
513,1,861,585
514,1,857,580
515,1,843,569
516,1,834,561
517,1,828,557
518,1,812,547
519,1,800,540
520,1,793,536
521,1,772,528
522,1,757,523
523,0,0,0
524,1,721,512
525,1,701,508
526,1,714,496
527,1,755,466
528,1,776,451
529,1,786,445
530,1,810,428
531,1,824,420
532,1,830,417
533,1,845,409
534,1,854,404
535,1,858,402
536,1,869,398
537,1,875,397
538,1,878,396
539,1,887,395
540,1,891,395
541,1,893,395
542,1,898,396
543,1,901,396
544,1,903,397
545,0,0,0
546,0,0,0
547,1,910,401
548,1,913,404
549,1,915,406
550,1,916,407
551,1,919,411
552,1,921,414
553,1,921,415
554,1,922,420
555,1,923,423
556,1,924,424
557,1,925,429
558,1,926,433
559,1,926,434
560,1,927,439
561,1,928,443
562,1,928,445
563,1,929,451
564,1,929,454
565,1,930,456
566,1,930,462
567,1,931,466
568,1,931,468
569,1,931,475
570,1,931,479
571,1,931,481
572,1,932,487
573,1,932,492
574,1,932,494
575,1,932,500
576,1,932,500
577,0,0,0
578,1,932,493
579,1,933,489
580,1,933,488
581,1,933,483
582,1,933,481
583,1,933,480
584,1,933,477
585,1,934,475
586,1,934,474
587,1,934,472
588,1,934,471
589,1,934,470
590,1,934,469
591,1,934,468
592,1,934,468
593,1,934,468
594,1,934,468
595,1,934,468
596,1,934,468
597,1,934,469
598,1,934,469
599,1,934,471
600,1,934,472
601,1,934,472
602,1,934,475
603,1,934,476
604,1,934,477
605,1,934,477
606,1,934,473
607,1,935,471
608,1,935,466
609,1,936,462
610,1,936,460
611,1,937,455
612,1,937,451
613,1,938,450
614,1,938,445
615,1,939,442
616,1,940,440
617,1,940,436
618,1,941,433
619,1,941,432
620,1,942,429
621,1,944,425
622,0,0,0
623,0,0,0
624,1,945,422
625,1,945,421
626,1,947,420
627,1,947,419
628,1,948,419
629,1,948,419
630,1,949,420
631,1,949,420
632,1,951,422
633,1,952,424
634,1,952,425
635,1,953,429
636,1,954,433
637,1,955,434
638,1,956,441
639,1,957,448
640,1,958,451
641,1,959,462
642,1,960,471
643,1,961,476
644,1,963,492
645,1,964,505
646,1,965,512
647,1,967,537
648,1,968,556
649,1,969,566
650,1,970,602
651,1,972,629
652,1,973,630
653,1,980,614
654,1,984,604
655,1,986,599
656,1,993,584
657,1,998,575
658,1,1002,570
659,1,1005,547
660,1,998,519
661,1,995,507
662,1,988,478
663,1,983,464
664,1,981,457
665,1,977,442
666,1,974,434
667,1,973,431
668,1,969,423
669,1,968,418
670,1,965,417
671,1,963,413
672,1,961,411
673,1,960,411
674,1,958,410
675,1,957,410
676,1,956,410
677,1,954,412
678,1,953,413
679,1,953,413
680,1,951,416
681,1,950,418
682,1,950,419
683,1,949,423
684,1,947,426
685,1,947,427
686,1,946,432
687,1,945,435
688,1,945,437
689,1,944,442
690,1,943,445
691,1,943,447
692,1,942,453
693,1,941,457
694,1,941,459
695,1,940,465
696,1,939,469
697,1,939,471
698,1,938,477
699,1,937,481
700,1,937,484
701,1,936,490
702,1,936,494
703,0,0,0
704,1,934,504
705,1,934,507
706,1,933,504
707,1,934,499
708,1,934,495
709,1,934,493
710,1,934,488
711,1,934,485
712,1,934,484
713,1,933,480
714,1,933,478
715,1,933,477
716,1,933,474
717,1,933,473
718,1,933,472
719,1,932,471
720,1,932,470
721,1,932,470
722,1,932,469
723,1,932,469
724,1,932,469
725,1,931,470
726,1,931,471
727,1,931,471
728,1,930,473
729,1,930,474
730,1,930,475
731,1,929,477
732,1,929,479
733,1,929,480
734,1,930,476
735,1,931,474
736,1,931,473
737,1,932,469
738,1,933,467
739,1,934,466
740,1,935,463
741,1,936,462
742,1,936,462
743,1,938,460
744,1,938,459
745,1,939,459
746,1,940,459
747,1,941,459
748,1,941,459
749,1,943,461
750,1,944,462
751,1,944,463
752,1,946,466
753,1,947,469
754,1,947,470
755,1,949,476
756,1,950,481
757,1,950,484
758,1,952,492
759,1,952,499
760,1,953,502
761,1,955,515
762,1,956,525
763,1,956,529
764,1,957,547
765,1,958,561
766,0,0,0
767,1,962,565
768,1,963,560
769,1,965,557
770,1,968,550
771,1,970,546
772,1,971,544
773,1,973,541
774,1,975,537
775,1,977,536
776,1,980,533
777,1,983,532
778,1,984,532
779,1,989,532
780,1,992,534
781,1,994,536
782,1,999,541
783,1,1003,547
784,1,1005,551
785,1,1001,519
786,1,998,497
787,1,996,488
788,1,992,467
789,1,990,456
790,1,989,452
791,1,987,440
792,1,986,435
793,1,984,433
794,1,983,427
795,1,982,424
796,1,981,423
797,1,980,421
798,1,979,421
799,1,979,421
800,1,978,421
801,1,977,423
802,1,976,424
803,1,976,425
804,1,976,427
805,1,976,428
806,1,975,431
807,1,975,433
808,1,975,434
809,1,974,438
810,1,974,441
811,1,974,443
812,1,973,448
813,1,973,451
814,1,973,452
815,1,972,458
816,1,972,461
817,1,973,464
818,1,972,469
819,1,972,473
820,1,972,475
821,1,972,481
822,1,971,485
823,1,971,487
824,1,971,493
825,0,0,0
826,1,971,500
827,1,971,504
828,1,971,500
829,0,0,0
830,1,972,492
831,1,972,489
832,1,972,487
833,1,972,483
834,1,972,480
835,1,972,479
836,1,972,475
837,1,973,473
838,1,973,472
839,1,973,470
840,1,973,469
841,1,973,468
842,1,973,467
843,1,973,467
844,1,973,467
845,1,973,467
846,1,973,467
847,1,973,467
848,1,973,467
849,1,973,468
850,1,972,468
851,1,972,470
852,1,972,471
853,1,972,472
854,1,972,466
855,1,972,460
856,1,972,457
857,1,973,449
858,1,973,444
859,1,973,441
860,1,973,433
861,1,973,428
862,1,973,426
863,1,973,418
864,1,973,411
865,0,0,0
866,0,0,0
867,1,974,396
868,1,974,396
869,1,974,392
870,1,975,388
871,1,975,386
872,1,975,381
873,1,975,378
874,1,975,376
875,1,976,372
876,1,976,370
877,1,976,369
878,1,976,366
879,1,977,364
880,1,977,363
881,1,977,362
882,1,978,362
883,1,978,362
884,1,978,362
885,1,979,364
886,1,979,364
887,1,979,367
888,1,980,370
889,1,980,372
890,1,980,377
891,1,980,382
892,1,981,385
893,1,980,395
894,1,981,402
895,1,981,406
896,1,982,419
897,1,982,431
898,1,982,443
899,1,982,457
900,1,982,472
901,1,982,480
902,1,982,506
903,1,982,527
904,1,982,538
905,1,982,574
906,1,981,600
907,1,981,614
908,1,983,613
909,1,986,600
910,1,987,594
911,1,991,575
912,1,994,562
913,1,998,549
914,1,1001,537
915,1,1004,524
916,1,1007,517
917,1,1004,485
918,1,1003,470
919,1,1002,464
920,1,1001,451
921,1,1000,444
922,1,1000,441
923,1,999,435
924,1,998,433
925,1,999,432
926,1,998,430
927,1,997,429
928,1,997,429
929,1,997,429
930,1,996,430
931,1,996,430
932,1,996,432
933,1,996,433
934,1,996,434
935,1,995,436
936,1,995,439
