Frame,Visibility,X,Y
258,1,506,829
259,1,504,831
260,1,502,833
261,1,500,836
262,1,498,839
263,1,495,842
264,1,492,845
265,1,489,849
266,1,487,853
267,1,484,857
268,1,481,863
269,1,477,868
270,1,475,874
271,1,471,881
272,1,467,887
273,1,464,894
274,1,460,902
275,1,455,910
276,1,451,920
277,1,447,928
278,1,442,938
279,1,437,949
280,1,431,961
281,1,427,973
282,1,420,986
283,1,415,1000
284,1,407,1016
285,1,402,1032
286,1,394,1050
287,1,386,1068
288,1,379,1088
289,0,0,0
290,1,361,1132
291,1,352,1155
292,1,348,1147
293,1,342,1139
294,1,337,1132
295,1,331,1124
296,0,0,0
297,0,0,0
298,0,0,0
299,1,306,1091
300,1,298,1088
301,1,291,1081
302,1,283,1074
303,1,273,1068
304,1,263,1061
305,1,253,1056
306,1,243,1049
307,1,233,1045
308,1,220,1041
309,1,207,1037
310,1,193,1031
311,1,178,1027
312,1,163,1023
313,1,146,1022
314,1,127,1018
315,1,107,1016
316,1,85,1014
317,1,60,1015
318,1,35,1015
319,1,6,1016
320,0,0,0
321,1,37,976
322,1,102,940
323,1,150,911
324,1,191,888
325,1,225,870
326,1,251,855
327,1,276,841
328,1,298,831
329,1,316,822
330,1,332,814
331,1,348,808
332,1,360,803
333,1,371,799
334,1,382,795
335,1,391,792
336,1,400,790
337,1,408,788
338,1,413,786
339,1,421,785
340,1,429,785
341,1,435,784
342,1,437,784
343,1,443,784
344,1,448,786
345,1,451,786
346,1,454,786
347,1,460,788
348,1,462,789
349,1,465,790
350,1,468,792
351,1,471,794
352,1,473,795
353,1,476,797
354,1,478,799
355,1,481,801
356,1,483,802
357,1,485,805
358,1,486,807
359,1,488,809
360,1,490,812
361,1,491,814
362,1,493,817
363,1,494,819
364,1,495,822
365,1,497,825
366,1,498,827
367,1,499,830
368,1,500,833
369,1,501,836
370,1,502,838
371,1,503,841
372,1,503,844
373,1,504,848
374,1,505,851
375,1,505,854
376,1,506,857
377,1,507,860
378,1,507,864
379,1,507,867
380,1,508,870
381,1,509,873
382,1,509,877
383,1,509,880
384,1,510,883
385,1,510,887
386,1,510,891
387,1,510,893
388,1,511,897
389,1,511,900
390,1,511,904
391,1,511,907
392,1,511,911
393,1,512,914
394,1,512,918
395,1,512,922
396,1,512,925
397,1,512,929
398,1,512,932
399,0,0,0
400,1,512,940
401,1,512,944
402,1,512,948
403,1,512,950
404,1,512,947
405,1,513,944
406,1,515,938
407,0,0,0
408,1,516,932
409,1,516,929
410,1,517,926
411,1,518,923
412,1,518,920
413,1,519,917
414,1,519,915
415,1,520,912
416,1,520,910
417,1,521,908
418,1,521,906
419,1,521,904
420,1,522,902
421,1,523,900
422,1,523,898
423,1,523,897
424,1,524,895
425,1,524,894
426,1,525,893
427,1,525,892
428,1,525,891
429,1,526,890
430,1,526,889
431,1,526,888
432,1,527,888
433,1,527,888
434,1,527,887
435,1,527,887
436,1,527,887
437,1,528,887
438,1,528,887
439,1,528,887
440,1,528,888
441,1,529,887
442,1,529,888
443,1,529,888
444,1,529,889
445,1,529,890
446,1,529,890
447,1,529,891
448,1,530,892
449,1,530,893
450,1,530,894
451,1,530,895
452,1,530,896
453,1,530,897
454,1,530,899
455,1,530,900
456,1,530,902
457,1,530,903
458,1,530,905
459,1,530,906
460,1,530,908
461,1,530,910
462,1,531,911
463,1,531,908
464,1,531,906
465,1,532,903
466,1,532,900
467,1,533,898
468,1,533,895
469,1,534,893
470,1,534,891
471,1,535,888
472,1,535,886
473,1,536,884
474,1,536,882
475,1,536,880
476,1,536,878
477,1,537,876
478,1,537,874
479,1,538,873
480,1,538,871
481,1,538,869
482,1,539,867
483,1,539,867
484,1,540,865
485,1,540,865
486,1,541,862
487,1,541,862
488,1,541,861
489,1,541,860
490,1,542,859
491,1,542,859
492,1,542,859
493,1,542,858
494,1,542,858
495,1,542,858
496,1,543,858
497,1,543,858
498,1,543,859
499,1,543,860
500,1,544,861
501,1,544,862
502,1,544,862
503,1,544,864
504,1,544,865
505,1,544,867
506,1,544,869
507,1,544,872
508,1,544,874
509,1,545,877
510,1,545,880
511,1,545,883
512,1,545,887
513,1,545,891
514,1,545,895
515,1,545,899
516,1,545,904
517,1,545,909
518,1,545,915
519,1,545,921
520,1,545,928
521,1,545,935
522,1,545,941
523,1,545,949
524,1,544,957
525,1,544,966
526,1,544,976
527,1,544,986
528,1,543,997
529,1,542,1009
530,1,542,1020
531,1,542,1033
532,0,0,0
533,1,542,1061
534,1,541,1077
535,1,541,1093
536,1,541,1096
537,1,542,1090
538,1,543,1085
539,1,544,1079
540,1,546,1075
541,1,547,1068
542,1,548,1065
543,1,549,1060
544,1,551,1055
545,1,552,1051
546,1,553,1046
547,1,555,1044
548,1,556,1039
549,1,557,1036
550,1,558,1032
551,1,560,1028
552,1,562,1026
553,1,563,1024
554,1,564,1021
555,1,566,1019
556,1,567,1018
557,1,569,1017
558,1,571,1016
559,1,572,1017
560,1,573,1017
561,1,575,1019
562,1,577,1020
563,1,579,1023
564,1,581,1026
565,1,583,1030
566,1,585,1034
567,1,587,1039
568,1,589,1047
569,1,591,1055
570,1,595,1064
571,1,597,1073
572,1,599,1087
573,1,602,1098
574,1,604,1115
575,1,608,1132
576,1,607,1110
577,1,601,1055
578,1,596,1008
579,1,592,970
580,1,588,938
581,1,585,911
582,1,582,888
583,1,579,869
584,1,577,852
585,1,575,837
586,1,572,824
587,1,571,813
588,1,568,803
589,1,567,795
590,1,565,787
591,1,564,781
592,1,561,778
593,1,561,775
594,1,559,767
595,1,558,765
596,1,557,762
597,1,555,760
598,1,555,758
599,1,553,756
600,1,552,755
601,1,551,753
602,1,549,753
603,1,549,752
604,1,547,752
605,1,547,752
606,1,545,752
607,1,544,752
608,1,543,753
609,1,542,754
610,1,541,755
611,1,540,756
612,1,539,757
613,1,538,759
614,1,537,761
615,1,536,762
616,1,536,764
617,1,536,767
618,0,0,0
619,1,533,769
620,1,533,771
621,1,533,775
622,1,532,778
623,1,530,780
624,1,530,781
625,1,528,783
626,1,526,786
627,1,526,789
628,1,525,791
629,1,525,795
630,1,525,797
631,1,522,802
632,1,522,803
633,0,0,0
634,0,0,0
635,1,520,813
636,1,518,816
637,1,518,820
638,1,517,823
639,1,516,827
640,1,516,830
641,1,515,833
642,1,514,836
643,1,513,840
644,1,512,843
645,1,511,847
646,1,510,850
647,1,509,854
648,1,508,858
649,1,507,861
650,1,506,865
651,1,505,869
652,1,505,873
653,1,504,876
654,1,503,880
655,1,502,884
656,1,501,888
657,1,500,892
658,1,499,895
659,1,498,899
660,1,498,903
661,1,497,906
662,1,496,911
663,1,495,915
664,1,494,919
665,1,493,923
666,1,492,927
667,1,491,931
668,0,0,0
669,1,490,939
670,1,489,943
671,1,488,942
672,1,489,937
673,0,0,0
674,1,489,930
675,1,489,926
676,1,489,923
677,1,489,919
678,1,490,916
679,1,490,913
680,1,490,910
681,1,490,907
682,1,490,905
683,1,489,901
684,1,489,899
685,1,489,897
686,1,489,894
687,1,489,893
688,1,489,890
689,1,489,889
690,1,489,886
691,1,489,884
692,1,489,883
693,1,489,882
694,1,489,880
695,1,489,878
696,1,489,877
697,1,489,877
698,1,489,876
699,1,489,875
700,1,489,874
701,1,489,873
702,1,488,873
703,1,488,873
704,1,488,872
705,1,488,872
706,1,488,872
707,1,487,871
708,1,487,871
709,1,487,871
710,1,487,871
711,1,487,871
712,1,487,872
713,1,486,872
714,1,486,873
715,1,486,873
716,1,486,874
717,1,486,874
718,1,485,875
719,1,485,876
720,1,485,877
721,1,485,878
722,1,485,879
723,1,484,880
724,1,484,881
725,1,484,883
726,1,483,884
727,1,483,886
728,1,483,888
729,1,482,887
730,1,483,884
731,1,484,881
732,1,484,878
733,1,484,875
734,1,484,872
735,1,485,869
736,1,485,866
737,1,486,863
738,1,486,860
739,1,486,858
740,1,486,855
741,1,486,852
742,1,487,850
743,1,487,848
744,1,487,845
745,1,487,843
746,1,487,840
747,1,487,838
748,1,487,836
749,1,487,833
750,1,488,831
751,1,488,829
752,1,487,827
753,1,488,826
754,1,487,824
755,1,488,822
756,1,487,820
757,1,487,819
758,1,487,817
759,1,487,816
760,1,487,815
761,1,487,814
762,1,487,813
763,1,486,812
764,1,486,811
765,1,485,810
766,1,485,809
767,1,485,809
768,1,485,809
769,1,484,809
770,1,484,809
771,1,483,809
772,1,483,809
773,1,482,810
774,1,481,810
775,1,481,811
776,1,480,812
777,1,480,812
778,1,479,813
779,1,479,814
780,1,477,816
781,1,477,818
782,1,476,820
783,1,475,822
784,1,474,825
785,1,473,828
786,1,471,830
787,1,470,833
788,1,469,837
789,1,468,841
790,1,466,845
791,1,465,850
792,1,463,854
793,1,461,860
794,1,459,866
795,1,457,871
796,1,456,879
797,1,454,886
798,1,452,893
799,1,449,901
800,1,446,910
801,1,444,919
802,1,441,927
803,1,439,939
804,1,435,950
805,1,432,961
806,1,429,974
807,1,426,987
808,1,422,1001
809,1,418,1017
810,1,414,1032
811,1,410,1050
812,1,406,1067
813,1,401,1088
814,1,396,1108
815,1,392,1130
816,1,389,1122
817,1,387,1114
818,1,385,1106
819,1,383,1099
820,1,381,1091
821,1,380,1083
822,1,377,1076
823,1,375,1068
824,1,372,1060
825,1,369,1053
826,1,367,1045
827,1,364,1040
828,1,360,1032
829,1,357,1025
830,1,354,1019
831,1,350,1013
832,1,345,1007
833,1,342,1001
834,1,338,997
835,1,332,990
836,1,328,987
837,1,323,980
838,1,316,977
839,1,310,972
840,1,304,967
841,1,297,965
842,1,290,963
843,1,281,959
844,1,274,958
845,1,266,956
846,1,255,956
847,1,244,956
848,1,233,958
849,1,221,961
850,1,207,964
851,1,191,968
852,1,175,976
853,1,159,985
854,1,141,995
855,1,119,1005
856,1,101,1015
857,1,165,955
858,1,217,913
859,1,257,879
860,1,290,853
861,1,317,832
862,1,340,814
863,1,360,800
864,1,376,789
865,1,390,779
866,1,403,770
867,1,413,764
868,1,424,759
869,1,433,756
870,1,440,752
871,1,446,750
872,1,453,747
873,1,458,745
874,1,464,744
875,1,468,744
876,1,472,744
877,1,476,744
878,1,479,744
879,1,483,745
880,1,486,746
881,1,489,747
882,1,491,748
883,1,493,749
884,1,496,751
885,1,497,753
886,1,499,755
887,1,501,757
888,1,503,759
889,1,504,763
890,1,506,765
891,0,0,0
892,1,508,770
893,1,509,772
894,1,509,775
895,1,511,778
896,1,511,781
897,1,512,783
898,1,513,786
899,1,513,790
900,1,513,791
901,1,514,795
902,1,513,797
903,0,0,0
904,1,515,803
905,1,515,807
906,1,515,810
907,1,515,813
908,1,516,817
909,1,516,821
910,1,516,824
911,1,516,828
912,1,516,831
913,1,517,834
914,1,516,838
915,1,517,842
916,1,516,846
917,1,516,850
918,1,516,853
919,1,516,857
920,1,515,861
921,1,516,865
922,1,515,868
923,1,515,872
924,1,515,876
925,1,515,880
926,1,514,884
927,1,514,887
928,1,514,891
929,1,513,895
930,1,513,899
931,1,513,904
932,1,513,908
933,1,512,912
934,1,512,916
935,1,512,920
936,1,511,924
937,1,511,928
938,1,510,932
939,0,0,0
940,1,510,940
941,1,509,945
942,1,509,949
943,1,508,953
944,1,509,952
945,1,509,947
946,1,509,943
947,1,509,939
948,0,0,0
949,1,510,932
950,1,511,928
951,1,511,926
952,1,511,922
953,1,511,919
954,1,512,916
955,1,512,914
956,1,512,910
957,1,512,909
958,1,513,906
959,1,513,904
960,1,513,902
961,1,513,900
962,1,513,898
963,1,514,896
964,1,514,894
965,1,514,893
966,1,515,891
967,1,515,890
968,1,515,889
969,1,515,888
970,1,515,887
971,1,515,886
972,1,515,885
973,1,515,885
974,1,516,884
975,1,516,884
976,1,516,884
977,1,516,884
978,1,516,884
979,1,516,884
980,1,516,884
981,1,516,884
982,1,516,884
983,1,516,884
984,1,516,885
985,1,516,885
986,1,516,886
987,1,516,886
988,1,516,887
989,1,516,888
990,1,516,889
991,1,516,890
992,1,516,891
993,1,515,892
994,1,515,893
995,1,515,895
996,1,515,896
997,1,515,898
998,1,515,899
999,1,515,901
1000,1,514,897
1001,1,514,894
1002,1,514,891
1003,1,513,887
1004,1,512,883
1005,1,512,880
1006,1,512,877
1007,1,511,874
1008,1,511,870
1009,1,510,867
1010,1,510,864
1011,1,509,861
1012,1,508,858
1013,1,507,855
1014,1,506,852
1015,1,506,850
1016,1,505,846
1017,1,504,844
1018,1,503,841
1019,1,502,838
1020,1,501,835
1021,1,500,833
1022,1,499,830
1023,1,498,828
1024,1,497,825
1025,1,496,823
1026,1,495,821
1027,1,494,819
1028,1,493,817
1029,1,491,815
1030,1,490,813
1031,1,488,811
1032,1,486,809
1033,1,485,808
1034,1,483,806
1035,1,482,805
1036,1,480,803
1037,1,478,802
1038,1,476,801
1039,1,474,800
1040,1,472,799
1041,1,470,798
1042,1,467,798
1043,1,465,797
1044,1,462,797
1045,1,460,797
1046,1,458,798
1047,1,455,798
1048,1,452,798
1049,1,449,798
1050,1,446,800
1051,1,442,801
1052,1,440,802
1053,1,436,804
1054,1,432,805
1055,1,428,807
1056,1,423,810
1057,1,420,812
1058,1,416,815
1059,1,411,819
1060,1,407,822
1061,1,402,826
1062,1,397,831
1063,1,392,836
1064,1,386,841
1065,1,380,848
1066,1,374,854
1067,1,368,861
1068,1,361,868
1069,1,354,875
1070,1,347,884
1071,1,339,893
1072,1,330,903
1073,1,323,915
1074,1,313,926
1075,1,304,939
1076,1,294,953
1077,1,284,968
1078,1,272,983
1079,1,260,1000
1080,1,248,1019
1081,1,235,1037
1082,1,221,1059
1083,1,207,1082
1084,1,191,1107
1085,1,174,1134
1086,1,156,1163
1087,1,138,1194
1088,0,0,0
1089,0,0,0
1090,1,95,1217
1091,1,81,1207
1092,1,69,1196
1093,1,58,1184
1094,1,44,1173
1095,1,29,1162
1096,1,15,1150
1097,1,2,1138
1098,0,0,0
1099,0,0,0
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,0,0,0
1107,0,0,0
1108,0,0,0
1109,0,0,0
1110,0,0,0
1111,0,0,0
1112,0,0,0
1113,0,0,0
1114,0,0,0
1115,0,0,0
1116,0,0,0
1117,0,0,0
1118,0,0,0
1119,1,37,795
1120,1,86,782
1121,1,129,772
1122,1,167,763
1123,1,199,757
1124,1,227,751
1125,1,253,747
1126,1,276,742
1127,1,296,740
1128,1,315,737
1129,1,332,736
1130,1,347,735
1131,1,361,735
1132,1,374,734
1133,1,386,735
1134,1,397,734
1135,1,407,736
1136,1,416,737
1137,1,425,736
1138,1,432,740
1139,1,440,741
1140,1,447,743
1141,1,454,744
1142,1,460,746
1143,1,466,747
1144,1,471,750
1145,1,476,752
1146,1,481,755
1147,1,486,758
1148,1,490,761
1149,1,493,764
1150,0,0,0
1151,1,501,767
1152,1,504,770
1153,1,507,773
1154,1,508,776
1155,1,514,779
1156,1,516,782
1157,1,517,785
1158,1,522,788
1159,1,522,793
1160,1,525,795
1161,1,527,799
1162,1,529,802
1163,1,530,806
1164,1,533,810
1165,1,535,813
1166,1,536,817
1167,1,537,820
1168,1,539,823
1169,1,541,827
1170,1,542,831
1171,1,543,835
1172,1,544,838
1173,1,545,842
1174,1,546,846
1175,1,547,850
1176,1,548,854
1177,1,549,858
1178,1,550,862
1179,1,551,865
1180,1,552,870
1181,1,552,873
1182,1,553,877
1183,1,554,881
1184,1,554,885
1185,1,554,889
1186,1,555,894
1187,1,556,897
1188,1,556,901
1189,1,557,905
1190,1,557,910
1191,1,558,914
1192,1,558,918
1193,1,558,922
1194,1,559,926
1195,1,559,931
1196,1,559,935
1197,0,0,0
1198,0,0,0
1199,0,0,0
1200,0,0,0
1201,1,561,955
1202,0,0,0
1203,1,561,957
1204,1,562,952
1205,1,563,949
1206,1,564,945
1207,0,0,0
1208,1,565,938
1209,1,566,935
1210,1,567,932
1211,1,568,929
1212,1,569,926
1213,1,569,924
1214,1,570,921
1215,1,570,919
1216,1,571,917
1217,1,572,914
1218,1,572,913
1219,1,573,911
1220,1,574,909
1221,1,575,907
1222,1,575,906
1223,1,576,904
1224,1,576,903
1225,1,576,903
1226,1,577,901
1227,1,578,900
1228,1,578,899
1229,1,578,898
1230,1,579,897
1231,1,579,897
1232,1,580,897
1233,1,580,897
1234,1,581,896
1235,1,581,897
1236,1,581,896
1237,1,582,897
1238,1,582,897
1239,1,582,897
1240,1,583,898
1241,1,583,898
1242,1,583,898
1243,1,583,900
1244,1,584,901
1245,1,584,901
1246,1,584,902
1247,1,585,903
1248,1,585,904
1249,1,585,906
1250,1,585,907
1251,1,585,908
1252,1,586,910
1253,1,586,911
1254,1,586,913
1255,1,586,915
1256,1,586,917
1257,1,586,919
1258,1,586,920
1259,1,587,923
1260,1,587,923
1261,1,587,920
1262,1,588,917
1263,1,588,913
1264,1,588,910
1265,1,588,906
1266,1,589,903
1267,1,589,900
1268,1,590,896
1269,1,590,893
1270,1,590,890
1271,1,590,887
1272,1,591,883
1273,1,591,880
1274,1,591,877
1275,1,591,874
1276,1,592,871
1277,1,592,869
1278,1,592,866
1279,1,593,863
1280,1,592,860
1281,1,593,858
1282,1,592,855
1283,1,593,853
1284,1,593,851
1285,1,593,849
1286,1,593,847
1287,1,593,844
1288,1,593,843
1289,1,593,841
1290,1,593,839
1291,1,594,838
1292,1,594,836
1293,1,594,835
1294,1,594,833
1295,1,594,832
1296,1,594,831
1297,1,594,830
1298,1,594,830
1299,1,594,829
1300,1,594,828
1301,1,594,828
1302,1,594,828
1303,1,594,827
1304,1,593,828
1305,1,593,828
1306,1,593,829
1307,1,593,829
1308,1,592,830
1309,1,592,831
1310,1,592,833
1311,1,591,835
1312,1,591,836
1313,1,590,838
1314,1,590,841
1315,1,590,843
1316,1,589,846
1317,1,589,849
1318,1,588,853
1319,1,588,856
1320,1,587,861
1321,1,587,865
1322,1,586,870
1323,1,585,875
1324,1,584,882
1325,1,583,888
1326,1,582,894
1327,1,581,901
1328,1,580,909
1329,1,579,917
1330,1,577,926
1331,1,576,935
1332,1,575,945
1333,1,573,955
1334,1,572,967
1335,1,571,979
1336,1,569,993
1337,1,567,1006
1338,1,564,1020
1339,1,563,1036
1340,1,561,1053
1341,1,558,1071
1342,1,556,1091
1343,1,554,1110
1344,1,550,1132
1345,1,547,1155
1346,1,544,1178
1347,1,545,1169
1348,0,0,0
1349,1,545,1153
1350,1,546,1146
1351,1,546,1138
1352,1,546,1130
1353,1,546,1122
1354,1,545,1115
1355,1,545,1107
1356,1,546,1101
1357,1,546,1094
1358,1,546,1086
1359,1,545,1081
1360,1,545,1073
1361,1,545,1068
1362,1,544,1061
1363,1,544,1056
1364,1,543,1051
1365,1,542,1048
1366,1,541,1041
1367,1,541,1038
1368,1,540,1034
1369,1,539,1030
1370,1,538,1029
1371,1,536,1026
1372,1,535,1023
1373,1,533,1023
1374,1,531,1023
1375,1,529,1023
1376,1,526,1024
1377,1,523,1027
1378,1,521,1032
1379,1,518,1037
1380,1,513,1046
1381,1,511,1053
1382,1,505,1062
1383,1,501,1075
1384,1,495,1095
1385,1,507,1065
1386,1,527,1000
1387,1,549,954
1388,1,564,917
1389,1,576,888
1390,1,585,865
1391,1,592,846
1392,1,599,832
1393,1,604,819
1394,1,608,809
1395,1,613,801
1396,1,617,794
1397,1,619,789
1398,1,621,785
1399,1,623,781
1400,1,625,779
1401,1,626,775
1402,1,628,774
1403,1,629,773
1404,1,629,773
1405,1,629,773
1406,1,630,774
1407,1,631,774
1408,1,632,775
1409,1,632,775
1410,1,632,780
1411,1,633,780
1412,1,633,781
1413,1,633,782
1414,1,632,785
1415,1,632,787
1416,1,632,788
1417,1,632,791
1418,1,632,793
1419,1,632,795
1420,1,631,797
1421,1,629,800
1422,1,629,803
1423,1,630,805
1424,1,629,808
1425,1,629,812
1426,1,628,815
1427,1,628,819
1428,1,627,822
1429,1,627,825
1430,1,626,829
1431,1,625,833
1432,1,625,835
1433,1,625,836
1434,1,624,843
1435,1,624,843
1436,1,623,847
1437,1,622,850
1438,1,621,854
1439,1,621,858
1440,1,620,862
1441,1,620,866
1442,1,619,870
1443,1,618,874
1444,1,617,878
1445,1,616,882
1446,1,616,885
1447,1,615,889
1448,1,614,893
1449,1,614,898
1450,1,613,902
1451,1,612,906
1452,1,612,910
1453,1,611,915
1454,1,610,919
1455,1,609,923
1456,1,608,927
1457,1,608,931
1458,1,606,935
1459,1,606,939
1460,0,0,0
1461,1,603,949
1462,1,603,952
1463,1,602,956
1464,1,601,961
1465,1,600,966
1466,1,599,969
1467,1,600,965
1468,1,601,959
1469,1,601,955
1470,1,602,951
1471,1,602,947
1472,0,0,0
1473,1,603,939
1474,1,603,937
1475,1,603,933
1476,1,604,930
1477,1,604,927
1478,1,604,924
1479,1,604,921
1480,1,605,919
1481,1,605,917
1482,1,605,915
1483,1,605,913
1484,1,606,911
1485,1,606,910
1486,1,607,906
1487,1,606,905
1488,1,607,903
1489,1,607,903
1490,1,607,901
1491,1,607,901
1492,1,607,899
1493,1,607,898
1494,1,607,898
1495,1,607,897
1496,1,607,897
1497,1,607,897
1498,1,607,896
1499,1,607,896
1500,1,607,896
1501,1,607,896
1502,1,607,896
1503,1,607,896
1504,1,607,897
1505,1,607,897
1506,1,607,898
1507,1,607,899
1508,1,607,900
1509,1,607,901
1510,1,607,901
1511,1,606,902
1512,1,606,904
1513,1,606,905
1514,1,606,906
1515,1,606,907
1516,1,606,909
1517,1,606,911
1518,1,606,912
1519,1,606,914
1520,1,606,916
1521,1,605,918
1522,1,605,920
1523,1,605,922
1524,1,605,924
1525,1,604,926
1526,1,604,928
1527,1,604,926
1528,1,604,923
1529,1,604,919
1530,1,604,916
1531,1,604,913
1532,1,604,909
1533,1,604,907
1534,1,603,903
1535,1,603,900
1536,1,603,897
1537,1,603,895
1538,1,603,892
1539,1,602,889
1540,1,602,886
1541,1,602,884
1542,1,601,881
1543,1,601,879
1544,1,601,877
1545,1,601,874
1546,1,601,873
1547,1,600,870
1548,1,600,868
1549,1,599,866
1550,1,599,864
1551,1,598,863
1552,1,598,861
1553,1,597,859
1554,1,597,858
1555,1,596,857
1556,1,595,855
1557,1,595,854
1558,1,594,853
1559,1,594,852
1560,1,593,852
1561,1,592,851
1562,1,591,851
1563,1,591,850
1564,1,590,850
1565,1,589,850
1566,1,588,850
1567,1,587,850
1568,1,586,851
1569,1,585,851
1570,1,584,852
1571,1,583,853
1572,1,582,854
1573,1,580,855
1574,1,579,857
1575,1,578,858
1576,1,577,860
1577,1,575,862
1578,1,574,864
1579,1,572,866
1580,1,570,869
1581,1,569,872
1582,1,567,876
1583,1,565,879
1584,1,564,883
1585,1,562,887
1586,1,560,891
1587,1,558,896
1588,1,556,900
1589,1,554,906
1590,1,552,911
1591,1,550,917
1592,1,547,923
1593,1,544,930
1594,1,542,937
1595,1,539,944
1596,1,537,952
1597,1,534,960
1598,1,531,969
1599,1,528,978
1600,1,525,987
1601,1,522,998
1602,1,519,1008
1603,0,0,0
1604,0,0,0
1605,0,0,0
1606,0,0,0
1607,0,0,0
1608,0,0,0
1609,0,0,0
1610,0,0,0
1611,0,0,0
1612,0,0,0
1613,0,0,0
1614,0,0,0
1615,0,0,0
1616,0,0,0
1617,0,0,0
1618,1,481,1006
1619,1,478,1000
1620,1,476,996
1621,1,474,990
1622,1,472,986
1623,1,469,980
1624,1,467,977
1625,1,464,972
1626,1,461,968
1627,1,458,964
1628,1,455,960
1629,1,452,956
1630,1,448,953
1631,1,445,950
1632,1,442,948
1633,1,438,945
1634,1,434,944
1635,1,430,941
1636,1,427,940
1637,1,422,939
1638,1,417,938
1639,1,412,938
